"No.","Time","Source","Destination","Protocol","Length","Source Port","Destination Port","TCP Segment Len","Window size value","Acknowledgment number","Info"
"20","1.950188","192.168.137.72","140.205.172.75","TCP","54","46116","80","0","65535","1047","46116  >  80 [ACK] Seq=1004 Ack=1047 Win=65535 Len=0"
"21","1.950190","192.168.137.72","140.205.172.75","TCP","54","46116","80","0","65535","1052","46116  >  80 [ACK] Seq=1004 Ack=1052 Win=65535 Len=0"
"22","1.956805","140.205.172.75","192.168.137.72","TCP","59","80","46116","5","9027","1004","[TCP Spurious Retransmission] 80  >  46116 [PSH, ACK] Seq=1047 Ack=1004 Win=9027 Len=5[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)]"
"23","1.957856","192.168.137.72","140.205.172.75","TCP","66","46116","80","0","65535","1052","[TCP Dup ACK 21#1] 46116  >  80 [ACK] Seq=1004 Ack=1052 Win=65535 Len=0 SLE=1047 SRE=1052"
"24","1.991961","192.168.137.72","54.225.216.200","TCP","74","43053","443","0","65535","0","43053  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=3941607 TSecr=0 WS=256"
"25","2.191557","192.168.137.1","239.255.255.250","SSDP","171","","","","","","M-SEARCH * HTTP/1.1 "
"26","2.287152","54.225.216.200","192.168.137.72","TCP","74","443","43053","0","26847","1","443  >  43053 [SYN, ACK] Seq=0 Ack=1 Win=26847 Len=0 MSS=1460 SACK_PERM=1 TSval=4061453783 TSecr=3941607 WS=256"
"27","2.292151","192.168.137.1","239.255.255.250","SSDP","171","","","","","","M-SEARCH * HTTP/1.1 "
"28","2.377848","192.168.137.72","54.225.216.200","TCP","66","43053","443","0","343","1","43053  >  443 [ACK] Seq=1 Ack=1 Win=87808 Len=0 TSval=3941645 TSecr=4061453783"
"29","2.379893","192.168.137.72","54.225.216.200","TLSv1.2","249","43053","443","183","343","1","Client Hello"
"30","2.674087","54.225.216.200","192.168.137.72","TCP","66","443","43053","0","119","184","443  >  43053 [ACK] Seq=1 Ack=184 Win=30464 Len=0 TSval=4061454232 TSecr=3941645"
"31","2.674284","54.225.216.200","192.168.137.72","TLSv1.2","1514","443","43053","1448","119","184","Server Hello"
"32","2.674336","54.225.216.200","192.168.137.72","TCP","1514","443","43053","1448","119","184","443  >  43053 [ACK] Seq=1449 Ack=184 Win=30464 Len=1448 TSval=4061454232 TSecr=3941645 [TCP segment of a reassembled PDU]"
"33","2.674429","54.225.216.200","192.168.137.72","TCP","1266","443","43053","1200","119","184","443  >  43053 [PSH, ACK] Seq=2897 Ack=184 Win=30464 Len=1200 TSval=4061454232 TSecr=3941645 [TCP segment of a reassembled PDU]"
"34","2.674646","54.225.216.200","192.168.137.72","TLSv1.2","1514","443","43053","1448","119","184","Certificate [TCP segment of a reassembled PDU]"
"35","2.674684","54.225.216.200","192.168.137.72","TLSv1.2","391","443","43053","325","119","184","Server Key Exchange, Server Hello Done"
"36","2.789073","192.168.137.72","54.225.216.200","TCP","66","43053","443","0","354","1449","43053  >  443 [ACK] Seq=184 Ack=1449 Win=90624 Len=0 TSval=3941686 TSecr=4061454232"
"37","2.789356","192.168.137.72","54.225.216.200","TCP","66","43053","443","0","365","2897","43053  >  443 [ACK] Seq=184 Ack=2897 Win=93440 Len=0 TSval=3941686 TSecr=4061454232"
"38","2.789475","192.168.137.72","54.225.216.200","TCP","66","43053","443","0","377","4097","43053  >  443 [ACK] Seq=184 Ack=4097 Win=96512 Len=0 TSval=3941686 TSecr=4061454232"
"39","2.790498","192.168.137.72","54.225.216.200","TCP","66","43053","443","0","388","5545","43053  >  443 [ACK] Seq=184 Ack=5545 Win=99328 Len=0 TSval=3941686 TSecr=4061454233"
"40","2.790500","192.168.137.72","54.225.216.200","TCP","66","43053","443","0","399","5870","43053  >  443 [ACK] Seq=184 Ack=5870 Win=102144 Len=0 TSval=3941686 TSecr=4061454233"
"41","2.825287","192.168.137.72","54.225.216.200","TLSv1.2","192","43053","443","126","399","5870","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"42","3.120605","54.225.216.200","192.168.137.72","TLSv1.2","117","443","43053","51","119","310","Change Cipher Spec, Encrypted Handshake Message"
"43","3.197702","192.168.137.72","54.225.216.200","TCP","66","43053","443","0","399","5921","43053  >  443 [ACK] Seq=310 Ack=5921 Win=102144 Len=0 TSval=3941727 TSecr=4061454677"
"44","3.200893","192.168.137.72","54.225.216.200","TCP","1514","43053","443","1448","399","5921","43053  >  443 [PSH, ACK] Seq=310 Ack=5921 Win=102144 Len=1448 TSval=3941727 TSecr=4061454677 [TCP segment of a reassembled PDU]"
"45","3.200895","192.168.137.72","54.225.216.200","TLSv1.2","149","43053","443","83","399","5921","Application Data"
"46","3.451551","192.168.137.72","101.89.15.106","TCP","103","43982","8080","49","337","1","43982  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=337 Len=49"
"47","3.451558","192.168.137.72","101.89.15.101","TCP","74","37426","80","0","65535","0","37426  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1400 SACK_PERM=1 TSval=3941752 TSecr=0 WS=256"
"48","3.455670","192.168.137.72","192.168.137.1","DNS","77","","","","","","Standard query 0xa04a A dns.weixin.qq.com"
"49","3.458413","192.168.137.1","192.168.137.72","DNS","185","","","","","","Standard query response 0xa04a A dns.weixin.qq.com A 182.254.21.82 A 182.254.92.148 NS ns-edu1.qq.com NS ns-edu2.qq.com A 182.254.52.55 A 121.51.129.28"
"50","3.476906","192.168.137.72","182.254.92.148","TCP","74","40191","443","0","65535","0","40191  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1400 SACK_PERM=1 TSval=3941755 TSecr=0 WS=256"
"51","3.494254","101.89.15.101","192.168.137.72","TCP","66","80","37426","0","14400","1","80  >  37426 [SYN, ACK] Seq=0 Ack=1 Win=14400 Len=0 MSS=1440 SACK_PERM=1 WS=128"
"52","3.494408","101.89.15.106","192.168.137.72","TCP","93","8080","43982","39","65","50","8080  >  43982 [PSH, ACK] Seq=1 Ack=50 Win=65 Len=39"
"53","3.494466","54.225.216.200","192.168.137.72","TCP","66","443","43053","0","130","1841","443  >  43053 [ACK] Seq=5921 Ack=1841 Win=33280 Len=0 TSval=4061455053 TSecr=3941727"
"54","3.495341","192.168.137.72","101.89.15.101","TCP","54","37426","80","0","329","1","37426  >  80 [ACK] Seq=1 Ack=1 Win=84224 Len=0"
"55","3.495455","192.168.137.72","101.89.15.106","TCP","54","43982","8080","0","337","40","43982  >  8080 [ACK] Seq=50 Ack=40 Win=337 Len=0"
"56","3.496162","192.168.137.72","101.89.15.101","HTTP","880","37426","80","826","329","1","POST /mmtls/26b88e79 HTTP/1.1 "
"57","3.496433","54.225.216.200","192.168.137.72","TLSv1.2","194","443","43053","128","130","1841","Application Data"
"58","3.506791","192.168.137.72","101.89.15.106","TCP","440","43982","8080","386","337","40","43982  >  8080 [PSH, ACK] Seq=50 Ack=40 Win=337 Len=386"
"59","3.532994","182.254.92.148","192.168.137.72","TCP","66","443","40191","0","14400","1","443  >  40191 [SYN, ACK] Seq=0 Ack=1 Win=14400 Len=0 MSS=1440 SACK_PERM=1 WS=128"
"60","3.533966","192.168.137.72","182.254.92.148","TCP","54","40191","443","0","329","1","40191  >  443 [ACK] Seq=1 Ack=1 Win=84224 Len=0"
"61","3.534968","192.168.137.72","182.254.92.148","HTTP","753","40191","443","699","329","1","POST /mmtls/26b88e79 HTTP/1.1 "
"62","3.537520","101.89.15.101","192.168.137.72","TCP","54","80","37426","0","126","827","80  >  37426 [ACK] Seq=1 Ack=827 Win=16128 Len=0"
"63","3.553854","101.89.15.106","192.168.137.72","TCP","426","8080","43982","372","73","436","8080  >  43982 [PSH, ACK] Seq=40 Ack=436 Win=73 Len=372"
"64","3.570840","101.89.15.101","192.168.137.72","HTTP","382","80","37426","328","126","827","HTTP/1.1 200 OK "
"65","3.570924","101.89.15.101","192.168.137.72","TCP","54","80","37426","0","126","827","80  >  37426 [FIN, ACK] Seq=329 Ack=827 Win=16128 Len=0"
"66","3.571802","192.168.137.72","101.89.15.101","TCP","54","37426","80","0","333","329","37426  >  80 [ACK] Seq=827 Ack=329 Win=85248 Len=0"
"67","3.573023","192.168.137.72","101.89.15.101","TCP","54","37426","80","0","333","330","37426  >  80 [FIN, ACK] Seq=827 Ack=330 Win=85248 Len=0"
"68","3.590510","182.254.92.148","192.168.137.72","TCP","54","443","40191","0","124","700","443  >  40191 [ACK] Seq=1 Ack=700 Win=15872 Len=0"
"69","3.591830","192.168.137.72","101.89.15.106","TCP","54","43982","8080","0","341","412","43982  >  8080 [ACK] Seq=436 Ack=412 Win=341 Len=0"
"70","3.596896","182.254.92.148","192.168.137.72","TCP","1454","443","40191","1400","124","700","443  >  40191 [ACK] Seq=1 Ack=700 Win=15872 Len=1400 [TCP segment of a reassembled PDU]"
"71","3.596999","182.254.92.148","192.168.137.72","HTTP","580","443","40191","526","124","700","HTTP/1.1 200 OK "
"72","3.599083","192.168.137.72","182.254.92.148","TCP","54","40191","443","0","340","1401","40191  >  443 [ACK] Seq=700 Ack=1401 Win=87040 Len=0"
"73","3.599380","192.168.137.72","182.254.92.148","TCP","54","40191","443","0","350","1927","40191  >  443 [ACK] Seq=700 Ack=1927 Win=89600 Len=0"
"74","3.600555","192.168.137.72","182.254.92.148","TCP","54","40191","443","0","350","1927","40191  >  443 [FIN, ACK] Seq=700 Ack=1927 Win=89600 Len=0"
"75","3.601123","182.254.92.148","192.168.137.72","TCP","54","443","40191","0","124","700","443  >  40191 [FIN, ACK] Seq=1927 Ack=700 Win=15872 Len=0"
"76","3.601922","192.168.137.72","182.254.92.148","TCP","54","40191","443","0","350","1928","40191  >  443 [ACK] Seq=701 Ack=1928 Win=89600 Len=0"
"77","3.613197","101.89.15.101","192.168.137.72","TCP","54","80","37426","0","126","828","80  >  37426 [ACK] Seq=330 Ack=828 Win=16128 Len=0"
"78","3.657431","182.254.92.148","192.168.137.72","TCP","54","443","40191","0","124","701","443  >  40191 [ACK] Seq=1928 Ack=701 Win=15872 Len=0"
"79","4.545262","192.168.137.72","121.51.86.133","TCP","74","46301","80","0","65535","0","46301  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1400 SACK_PERM=1 TSval=3941860 TSecr=0 WS=256"
"80","4.579737","54.225.216.200","192.168.137.72","TCP","194","443","43053","128","130","1841","[TCP Retransmission] 443  >  43053 [PSH, ACK] Seq=5921 Ack=1841 Win=33280 Len=128 TSval=4061456138 TSecr=3941727"
"81","4.587377","121.51.86.133","192.168.137.72","TCP","66","80","46301","0","14400","1","80  >  46301 [SYN, ACK] Seq=0 Ack=1 Win=14400 Len=0 MSS=1440 SACK_PERM=1 WS=128"
"82","4.588741","192.168.137.72","121.51.86.133","TCP","54","46301","80","0","329","1","46301  >  80 [ACK] Seq=1 Ack=1 Win=84224 Len=0"
"83","4.592308","192.168.137.72","121.51.86.133","TCP","1454","46301","80","1400","329","1","46301  >  80 [ACK] Seq=1 Ack=1 Win=84224 Len=1400 [TCP segment of a reassembled PDU]"
"84","4.592561","192.168.137.72","121.51.86.133","TCP","1454","46301","80","1400","329","1","46301  >  80 [ACK] Seq=1401 Ack=1 Win=84224 Len=1400 [TCP segment of a reassembled PDU]"
"85","4.592565","192.168.137.72","121.51.86.133","HTTP","1026","46301","80","972","329","1","POST /mmtls/14cca0f0 HTTP/1.1 "
"86","4.634387","121.51.86.133","192.168.137.72","TCP","54","80","46301","0","135","1401","80  >  46301 [ACK] Seq=1 Ack=1401 Win=17280 Len=0"
"87","4.634466","121.51.86.133","192.168.137.72","TCP","54","80","46301","0","157","2801","80  >  46301 [ACK] Seq=1 Ack=2801 Win=20096 Len=0"
"88","4.634496","121.51.86.133","192.168.137.72","TCP","54","80","46301","0","179","3773","80  >  46301 [ACK] Seq=1 Ack=3773 Win=22912 Len=0"
"89","4.810963","121.51.86.133","192.168.137.72","TCP","1454","80","46301","1400","179","3773","80  >  46301 [ACK] Seq=1 Ack=3773 Win=22912 Len=1400 [TCP segment of a reassembled PDU]"
"90","4.811042","121.51.86.133","192.168.137.72","TCP","1454","80","46301","1400","179","3773","80  >  46301 [ACK] Seq=1401 Ack=3773 Win=22912 Len=1400 [TCP segment of a reassembled PDU]"
"91","4.811072","121.51.86.133","192.168.137.72","TCP","1454","80","46301","1400","179","3773","80  >  46301 [ACK] Seq=2801 Ack=3773 Win=22912 Len=1400 [TCP segment of a reassembled PDU]"
"92","4.811094","121.51.86.133","192.168.137.72","TCP","1454","80","46301","1400","179","3773","80  >  46301 [ACK] Seq=4201 Ack=3773 Win=22912 Len=1400 [TCP segment of a reassembled PDU]"
"93","4.811115","121.51.86.133","192.168.137.72","TCP","1454","80","46301","1400","179","3773","80  >  46301 [ACK] Seq=5601 Ack=3773 Win=22912 Len=1400 [TCP segment of a reassembled PDU]"
"94","4.811140","121.51.86.133","192.168.137.72","TCP","1454","80","46301","1400","179","3773","80  >  46301 [ACK] Seq=7001 Ack=3773 Win=22912 Len=1400 [TCP segment of a reassembled PDU]"
"95","4.811189","121.51.86.133","192.168.137.72","TCP","1454","80","46301","1400","179","3773","80  >  46301 [ACK] Seq=8401 Ack=3773 Win=22912 Len=1400 [TCP segment of a reassembled PDU]"
"96","4.811209","121.51.86.133","192.168.137.72","HTTP","122","80","46301","68","179","3773","HTTP/1.1 200 OK "
"97","4.812378","192.168.137.72","121.51.86.133","TCP","54","46301","80","0","340","1401","46301  >  80 [ACK] Seq=3773 Ack=1401 Win=87040 Len=0"
"98","4.813296","192.168.137.72","121.51.86.133","TCP","54","46301","80","0","350","2801","46301  >  80 [ACK] Seq=3773 Ack=2801 Win=89600 Len=0"
"99","4.813302","192.168.137.72","121.51.86.133","TCP","54","46301","80","0","361","4201","46301  >  80 [ACK] Seq=3773 Ack=4201 Win=92416 Len=0"
"100","4.813306","192.168.137.72","121.51.86.133","TCP","54","46301","80","0","372","5601","46301  >  80 [ACK] Seq=3773 Ack=5601 Win=95232 Len=0"
"101","4.813308","192.168.137.72","121.51.86.133","TCP","54","46301","80","0","383","7001","46301  >  80 [ACK] Seq=3773 Ack=7001 Win=98048 Len=0"
"102","4.813309","192.168.137.72","121.51.86.133","TCP","54","46301","80","0","394","8401","46301  >  80 [ACK] Seq=3773 Ack=8401 Win=100864 Len=0"
"103","4.813312","192.168.137.72","121.51.86.133","TCP","54","46301","80","0","405","9801","46301  >  80 [ACK] Seq=3773 Ack=9801 Win=103680 Len=0"
"104","4.813317","192.168.137.72","121.51.86.133","TCP","54","46301","80","0","405","9869","46301  >  80 [ACK] Seq=3773 Ack=9869 Win=103680 Len=0"
"105","4.813646","121.51.86.133","192.168.137.72","TCP","54","80","46301","0","179","3773","80  >  46301 [FIN, ACK] Seq=9869 Ack=3773 Win=22912 Len=0"
"106","4.815679","192.168.137.72","121.51.86.133","TCP","54","46301","80","0","405","9870","46301  >  80 [FIN, ACK] Seq=3773 Ack=9870 Win=103680 Len=0"
"107","4.857686","121.51.86.133","192.168.137.72","TCP","54","80","46301","0","179","3774","80  >  46301 [ACK] Seq=9870 Ack=3774 Win=22912 Len=0"
"108","5.017571","192.168.137.72","121.51.18.186","TCP","74","45796","80","0","65535","0","45796  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1400 SACK_PERM=1 TSval=3941909 TSecr=0 WS=256"
"109","5.019079","192.168.137.72","121.51.18.186","TCP","74","45798","80","0","65535","0","45798  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1400 SACK_PERM=1 TSval=3941909 TSecr=0 WS=256"
"110","5.063273","121.51.18.186","192.168.137.72","TCP","66","80","45796","0","14400","1","80  >  45796 [SYN, ACK] Seq=0 Ack=1 Win=14400 Len=0 MSS=1440 SACK_PERM=1 WS=128"
"111","5.064253","192.168.137.72","121.51.18.186","TCP","54","45796","80","0","329","1","45796  >  80 [ACK] Seq=1 Ack=1 Win=84224 Len=0"
"112","5.066059","121.51.18.186","192.168.137.72","TCP","66","80","45798","0","14400","1","80  >  45798 [SYN, ACK] Seq=0 Ack=1 Win=14400 Len=0 MSS=1440 SACK_PERM=1 WS=128"
"113","5.066664","192.168.137.72","121.51.18.186","TCP","327","45796","80","273","329","1","45796  >  80 [PSH, ACK] Seq=1 Ack=1 Win=84224 Len=273"
"114","5.067155","192.168.137.72","121.51.18.186","TCP","54","45798","80","0","329","1","45798  >  80 [ACK] Seq=1 Ack=1 Win=84224 Len=0"
"115","5.068475","192.168.137.72","121.51.18.186","TCP","425","45798","80","371","329","1","45798  >  80 [PSH, ACK] Seq=1 Ack=1 Win=84224 Len=371"
"116","5.112104","121.51.18.186","192.168.137.72","TCP","54","80","45796","0","121","274","80  >  45796 [ACK] Seq=1 Ack=274 Win=15488 Len=0"
"117","5.114937","121.51.18.186","192.168.137.72","TCP","54","80","45798","0","121","372","80  >  45798 [ACK] Seq=1 Ack=372 Win=15488 Len=0"
"118","5.115007","121.51.18.186","192.168.137.72","TCP","1454","80","45798","1400","121","372","80  >  45798 [ACK] Seq=1 Ack=372 Win=15488 Len=1400"
"119","5.115031","121.51.18.186","192.168.137.72","TCP","1454","80","45798","1400","121","372","80  >  45798 [ACK] Seq=1401 Ack=372 Win=15488 Len=1400"
"120","5.115051","121.51.18.186","192.168.137.72","TCP","1454","80","45798","1400","121","372","80  >  45798 [ACK] Seq=2801 Ack=372 Win=15488 Len=1400"
"121","5.115074","121.51.18.186","192.168.137.72","TCP","1454","80","45798","1400","121","372","80  >  45798 [ACK] Seq=4201 Ack=372 Win=15488 Len=1400"
"122","5.115097","121.51.18.186","192.168.137.72","TCP","1454","80","45798","1400","121","372","80  >  45798 [ACK] Seq=5601 Ack=372 Win=15488 Len=1400"
"123","5.115218","121.51.18.186","192.168.137.72","TCP","1454","80","45798","1400","121","372","80  >  45798 [ACK] Seq=7001 Ack=372 Win=15488 Len=1400"
"124","5.115271","121.51.18.186","192.168.137.72","TCP","1454","80","45798","1400","121","372","80  >  45798 [ACK] Seq=8401 Ack=372 Win=15488 Len=1400"
"125","5.115298","121.51.18.186","192.168.137.72","TCP","1454","80","45798","1400","121","372","80  >  45798 [ACK] Seq=9801 Ack=372 Win=15488 Len=1400"
"126","5.115320","121.51.18.186","192.168.137.72","TCP","1454","80","45798","1400","121","372","80  >  45798 [ACK] Seq=11201 Ack=372 Win=15488 Len=1400"
"127","5.115341","121.51.18.186","192.168.137.72","TCP","1454","80","45798","1400","121","372","80  >  45798 [ACK] Seq=12601 Ack=372 Win=15488 Len=1400"
"128","5.116867","192.168.137.72","121.51.18.186","TCP","54","45798","80","0","340","1401","45798  >  80 [ACK] Seq=372 Ack=1401 Win=87040 Len=0"
"129","5.117457","192.168.137.72","121.51.18.186","TCP","54","45798","80","0","350","2801","45798  >  80 [ACK] Seq=372 Ack=2801 Win=89600 Len=0"
"130","5.118450","192.168.137.72","121.51.18.186","TCP","54","45798","80","0","361","4201","45798  >  80 [ACK] Seq=372 Ack=4201 Win=92416 Len=0"
"131","5.118452","192.168.137.72","121.51.18.186","TCP","54","45798","80","0","372","5601","45798  >  80 [ACK] Seq=372 Ack=5601 Win=95232 Len=0"
"132","5.118453","192.168.137.72","121.51.18.186","TCP","54","45798","80","0","383","7001","45798  >  80 [ACK] Seq=372 Ack=7001 Win=98048 Len=0"
"133","5.118454","192.168.137.72","121.51.18.186","TCP","54","45798","80","0","394","8401","45798  >  80 [ACK] Seq=372 Ack=8401 Win=100864 Len=0"
"134","5.119346","192.168.137.72","121.51.18.186","TCP","54","45798","80","0","405","9801","45798  >  80 [ACK] Seq=372 Ack=9801 Win=103680 Len=0"
"135","5.119347","192.168.137.72","121.51.18.186","TCP","54","45798","80","0","416","11201","45798  >  80 [ACK] Seq=372 Ack=11201 Win=106496 Len=0"
"136","5.119349","192.168.137.72","121.51.18.186","TCP","54","45798","80","0","427","12601","45798  >  80 [ACK] Seq=372 Ack=12601 Win=109312 Len=0"
"137","5.119432","192.168.137.72","121.51.18.186","TCP","54","45798","80","0","438","14001","45798  >  80 [ACK] Seq=372 Ack=14001 Win=112128 Len=0"
"138","5.120103","121.51.18.186","192.168.137.72","TCP","1454","80","45796","1400","121","274","80  >  45796 [ACK] Seq=1 Ack=274 Win=15488 Len=1400"
"139","5.120152","121.51.18.186","192.168.137.72","TCP","563","80","45796","509","121","274","80  >  45796 [PSH, ACK] Seq=1401 Ack=274 Win=15488 Len=509"
"140","5.121217","192.168.137.72","121.51.18.186","TCP","54","45796","80","0","340","1401","45796  >  80 [ACK] Seq=274 Ack=1401 Win=87040 Len=0"
"141","5.121708","192.168.137.72","121.51.18.186","TCP","54","45796","80","0","350","1910","45796  >  80 [ACK] Seq=274 Ack=1910 Win=89600 Len=0"
"142","5.152549","192.168.137.72","121.51.18.186","TCP","54","45796","80","0","350","1910","45796  >  80 [FIN, ACK] Seq=274 Ack=1910 Win=89600 Len=0"
"143","5.162290","121.51.18.186","192.168.137.72","TCP","1454","80","45798","1400","121","372","80  >  45798 [ACK] Seq=14001 Ack=372 Win=15488 Len=1400"
"144","5.162360","121.51.18.186","192.168.137.72","TCP","1454","80","45798","1400","121","372","80  >  45798 [ACK] Seq=15401 Ack=372 Win=15488 Len=1400"
"145","5.163225","192.168.137.72","121.51.18.186","TCP","54","45798","80","0","449","15401","45798  >  80 [ACK] Seq=372 Ack=15401 Win=114944 Len=0"
"146","5.163757","121.51.18.186","192.168.137.72","TCP","1454","80","45798","1400","121","372","80  >  45798 [ACK] Seq=16801 Ack=372 Win=15488 Len=1400"
"147","5.163804","121.51.18.186","192.168.137.72","TCP","1454","80","45798","1400","121","372","80  >  45798 [PSH, ACK] Seq=18201 Ack=372 Win=15488 Len=1400"
"148","5.165083","192.168.137.72","121.51.18.186","TCP","54","45798","80","0","460","16801","45798  >  80 [ACK] Seq=372 Ack=16801 Win=117760 Len=0"
"149","5.165086","192.168.137.72","121.51.18.186","TCP","54","45798","80","0","471","18201","45798  >  80 [ACK] Seq=372 Ack=18201 Win=120576 Len=0"
"150","5.165088","192.168.137.72","121.51.18.186","TCP","54","45798","80","0","482","19601","45798  >  80 [ACK] Seq=372 Ack=19601 Win=123392 Len=0"
"151","5.165868","121.51.18.186","192.168.137.72","TCP","1454","80","45798","1400","121","372","80  >  45798 [ACK] Seq=19601 Ack=372 Win=15488 Len=1400"
"152","5.165901","121.51.18.186","192.168.137.72","TCP","612","80","45798","558","121","372","80  >  45798 [PSH, ACK] Seq=21001 Ack=372 Win=15488 Len=558"
"153","5.166552","192.168.137.72","121.51.18.186","TCP","54","45798","80","0","493","21001","45798  >  80 [ACK] Seq=372 Ack=21001 Win=126208 Len=0"
"154","5.166995","192.168.137.72","121.51.18.186","TCP","54","45798","80","0","504","21559","45798  >  80 [ACK] Seq=372 Ack=21559 Win=129024 Len=0"
"155","5.181520","192.168.137.72","121.51.18.186","TCP","54","45798","80","0","504","21559","45798  >  80 [FIN, ACK] Seq=372 Ack=21559 Win=129024 Len=0"
"156","5.197940","121.51.18.186","192.168.137.72","TCP","54","80","45796","0","121","275","80  >  45796 [FIN, ACK] Seq=1910 Ack=275 Win=15488 Len=0"
"157","5.199404","192.168.137.72","121.51.18.186","TCP","54","45796","80","0","350","1911","45796  >  80 [ACK] Seq=275 Ack=1911 Win=89600 Len=0"
"158","5.227832","121.51.18.186","192.168.137.72","TCP","54","80","45798","0","121","373","80  >  45798 [FIN, ACK] Seq=21559 Ack=373 Win=15488 Len=0"
"159","5.229429","192.168.137.72","121.51.18.186","TCP","54","45798","80","0","504","21560","45798  >  80 [ACK] Seq=373 Ack=21560 Win=129024 Len=0"
"160","5.349815","192.168.137.1","224.0.0.251","MDNS","148","","","","","","Standard query 0x0000 PTR _apple-mobdev._tcp.local, ""QM"" question PTR 522105b0._sub._apple-mobdev2._tcp.local, ""QM"" question OPT"
